Date,Hour,Load
3/29/2010,21,133.2
3/29/2010,22,126.6
3/29/2010,23,115.4
3/29/2010,24,103.7
3/30/2010,1,95.6
3/30/2010,2,91.6
3/30/2010,3,90.2
3/30/2010,4,90.7
3/30/2010,5,94.2
3/30/2010,6,105.5
3/30/2010,7,129.1
3/30/2010,8,133.9
3/30/2010,9,126.2
3/30/2010,10,121.2
3/30/2010,11,116.2
3/30/2010,12,110.3
3/30/2010,13,107
3/30/2010,14,103.3
3/30/2010,15,100
3/30/2010,16,99.2
3/30/2010,17,101.2
3/30/2010,18,104.9
3/30/2010,19,107.6
3/30/2010,20,116.8
3/30/2010,21,129.3
3/30/2010,22,125.3
3/30/2010,23,115.5
3/30/2010,24,103.7
3/31/2010,1,96.4
3/31/2010,2,93.9
3/31/2010,3,93.3
3/31/2010,4,95.6
3/31/2010,5,100.9
3/31/2010,6,114.9
3/31/2010,7,140.5
3/31/2010,8,140.7
3/31/2010,9,127.1
3/31/2010,10,118.5
3/31/2010,11,111.1
3/31/2010,12,106.6
3/31/2010,13,102.5
3/31/2010,14,100
3/31/2010,15,99.4
3/31/2010,16,97.7
3/31/2010,17,100.8
3/31/2010,18,105
3/31/2010,19,106.8
3/31/2010,20,112.3
3/31/2010,21,124.6
3/31/2010,22,120.4
3/31/2010,23,109.3
3/31/2010,24,96
4/1/2010,1,87.3
4/1/2010,2,85.2
4/1/2010,3,86.1
4/1/2010,4,89.4
4/1/2010,5,96.5
4/1/2010,6,112.7
4/1/2010,7,140.6
4/1/2010,8,143.2
4/1/2010,9,127.6
4/1/2010,10,113.3
4/1/2010,11,106.2
4/1/2010,12,103.2
4/1/2010,13,101.6
4/1/2010,14,102.1
4/1/2010,15,102.5
4/1/2010,16,102.6
4/1/2010,17,106.8
4/1/2010,18,110.5
4/1/2010,19,111.3
4/1/2010,20,114.3
4/1/2010,21,125.1
4/1/2010,22,119.8
4/1/2010,23,107.8
4/1/2010,24,94.3
4/2/2010,1,83.9
4/2/2010,2,78.6
4/2/2010,3,76.9
4/2/2010,4,77.7
4/2/2010,5,81.2
4/2/2010,6,90.7
4/2/2010,7,108.5
4/2/2010,8,117.1
4/2/2010,9,113.3
4/2/2010,10,109.1
4/2/2010,11,105.8
4/2/2010,12,103.4
4/2/2010,13,102.6
4/2/2010,14,104.3
4/2/2010,15,106.8
4/2/2010,16,110.3
4/2/2010,17,114.5
4/2/2010,18,117.7
4/2/2010,19,115.5
4/2/2010,20,116.3
4/2/2010,21,123.5
4/2/2010,22,117.6
4/2/2010,23,107.9
4/2/2010,24,96.2
4/3/2010,1,86
4/3/2010,2,79.7
4/3/2010,3,76.4
4/3/2010,4,75.4
4/3/2010,5,76.5
4/3/2010,6,80
4/3/2010,7,86.4
4/3/2010,8,95.3
4/3/2010,9,106.9
4/3/2010,10,112
4/3/2010,11,111.7
4/3/2010,12,109.6
4/3/2010,13,108.6
4/3/2010,14,108.9
4/3/2010,15,110.1
4/3/2010,16,112.8
4/3/2010,17,115.4
4/3/2010,18,117.1
4/3/2010,19,115.1
4/3/2010,20,118.8
4/3/2010,21,127.8
4/3/2010,22,121.9
4/3/2010,23,111.4
4/3/2010,24,98.9
4/4/2010,1,86.2
4/4/2010,2,78.8
4/4/2010,3,74.4
4/4/2010,4,72.4
4/4/2010,5,73.3
4/4/2010,6,77.2
4/4/2010,7,81.9
4/4/2010,8,91.5
4/4/2010,9,108.8
4/4/2010,10,117.9
4/4/2010,11,116.2
4/4/2010,12,112.8
4/4/2010,13,116.5
4/4/2010,14,120.9
4/4/2010,15,125.2
4/4/2010,16,128.2
4/4/2010,17,130.6
4/4/2010,18,130.1
4/4/2010,19,126.7
4/4/2010,20,126.4
4/4/2010,21,134.2
4/4/2010,22,125.3
4/4/2010,23,112.3
4/4/2010,24,97.6
4/5/2010,1,85.4
4/5/2010,2,79
4/5/2010,3,75.3
4/5/2010,4,73.9
4/5/2010,5,75.1
4/5/2010,6,80.2
4/5/2010,7,89.2
4/5/2010,8,95
4/5/2010,9,102.8
4/5/2010,10,111.3
4/5/2010,11,117.8
4/5/2010,12,123
4/5/2010,13,127.5
4/5/2010,14,133.6
4/5/2010,15,139.3
4/5/2010,16,144.7
4/5/2010,17,149.9
4/5/2010,18,153.3
4/5/2010,19,153
4/5/2010,20,150.2
4/5/2010,21,156.3
4/5/2010,22,143.8
4/5/2010,23,127.7
4/5/2010,24,109.9
4/6/2010,1,97.1
4/6/2010,2,88.3
4/6/2010,3,82.3
4/6/2010,4,79.7
4/6/2010,5,80.1
4/6/2010,6,84.9
4/6/2010,7,93.2
4/6/2010,8,98.8
4/6/2010,9,105.6
4/6/2010,10,112.4
4/6/2010,11,119.7
4/6/2010,12,127.3
4/6/2010,13,135.6
4/6/2010,14,143.8
4/6/2010,15,152.1
4/6/2010,16,159.7
4/6/2010,17,165.1
4/6/2010,18,168.1
4/6/2010,19,165.2
4/6/2010,20,158.5
4/6/2010,21,160.6
4/6/2010,22,147.7
4/6/2010,23,130.4
4/6/2010,24,111.6
4/7/2010,1,97.2
4/7/2010,2,88.7
4/7/2010,3,83.3
4/7/2010,4,80.9
4/7/2010,5,80.5
4/7/2010,6,85.5
4/7/2010,7,94.1
4/7/2010,8,100.8
4/7/2010,9,107.5
4/7/2010,10,115
4/7/2010,11,124
4/7/2010,12,131.2
4/7/2010,13,138.5
4/7/2010,14,146.2
4/7/2010,15,154.5
4/7/2010,16,161
4/7/2010,17,165.8
4/7/2010,18,167.8
4/7/2010,19,163.1
4/7/2010,20,155.7
4/7/2010,21,158.6
4/7/2010,22,145.6
4/7/2010,23,128.4
4/7/2010,24,110.3
4/8/2010,1,95.8
4/8/2010,2,86.8
4/8/2010,3,81.5
4/8/2010,4,79.3
4/8/2010,5,79.6
4/8/2010,6,84.2
4/8/2010,7,93.1
4/8/2010,8,100.2
4/8/2010,9,106.1
4/8/2010,10,111.8
4/8/2010,11,118.5
4/8/2010,12,125.9
4/8/2010,13,131.9
4/8/2010,14,136.4
4/8/2010,15,141.1
4/8/2010,16,144.9
4/8/2010,17,148.3
4/8/2010,18,148.8
4/8/2010,19,143.5
4/8/2010,20,140.2
4/8/2010,21,147
4/8/2010,22,138
4/8/2010,23,122.6
4/8/2010,24,106.4
4/9/2010,1,93.8
4/9/2010,2,87.2
4/9/2010,3,82.6
4/9/2010,4,80.1
4/9/2010,5,80.1
4/9/2010,6,84.4
4/9/2010,7,92.5
4/9/2010,8,97.1
4/9/2010,9,101.8
4/9/2010,10,105.4
4/9/2010,11,107.5
4/9/2010,12,107.3
4/9/2010,13,104.2
4/9/2010,14,102.1
4/9/2010,15,100.7
4/9/2010,16,100.5
4/9/2010,17,99.9
4/9/2010,18,100.9
4/9/2010,19,102.9
4/9/2010,20,105.3
4/9/2010,21,117.5
4/9/2010,22,115.3
4/9/2010,23,108.2
4/9/2010,24,99.2
4/10/2010,1,91
4/10/2010,2,86.3
4/10/2010,3,84.9
4/10/2010,4,85.8
4/10/2010,5,89.2
4/10/2010,6,96.4
4/10/2010,7,106.4
4/10/2010,8,121.3
4/10/2010,9,124.8
4/10/2010,10,120.7
4/10/2010,11,114.5
4/10/2010,12,110
4/10/2010,13,104.8
4/10/2010,14,102.6
4/10/2010,15,101.1
4/10/2010,16,100.8
4/10/2010,17,102.3
4/10/2010,18,103.6
4/10/2010,19,104
4/10/2010,20,106.4
4/10/2010,21,118
4/10/2010,22,114.2
4/10/2010,23,106.7
4/10/2010,24,97.7
4/11/2010,1,89.8
4/11/2010,2,85.6
4/11/2010,3,84.5
4/11/2010,4,85
4/11/2010,5,87.5
4/11/2010,6,92.5
4/11/2010,7,99.6
4/11/2010,8,112.1
4/11/2010,9,121.1
4/11/2010,10,119.6
4/11/2010,11,110.8
4/11/2010,12,103.6
4/11/2010,13,103.2
4/11/2010,14,103.1
4/11/2010,15,103.6
4/11/2010,16,105.1
4/11/2010,17,107.2
4/11/2010,18,109
4/11/2010,19,108.3
4/11/2010,20,109.2
4/11/2010,21,122.1
4/11/2010,22,115.4
4/11/2010,23,102.2
4/11/2010,24,89.5
4/12/2010,1,79.4
4/12/2010,2,75.1
4/12/2010,3,73.5
4/12/2010,4,74.3
4/12/2010,5,78.9
4/12/2010,6,91
4/12/2010,7,113.9
4/12/2010,8,116.2
4/12/2010,9,107.8
4/12/2010,10,103.2
4/12/2010,11,102.3
4/12/2010,12,104
4/12/2010,13,104.7
4/12/2010,14,107.2
4/12/2010,15,109.6
4/12/2010,16,112.2
4/12/2010,17,117.9
4/12/2010,18,119.4
4/12/2010,19,120.3
4/12/2010,20,120.1
4/12/2010,21,129.4
4/12/2010,22,119.6
4/12/2010,23,104.7
4/12/2010,24,90.1
4/13/2010,1,80
4/13/2010,2,75.1
4/13/2010,3,73.5
4/13/2010,4,73.8
4/13/2010,5,77.5
4/13/2010,6,88.6
4/13/2010,7,110.6
4/13/2010,8,112.2
4/13/2010,9,103.7
4/13/2010,10,99.6
4/13/2010,11,98.6
4/13/2010,12,100.9
4/13/2010,13,103.9
4/13/2010,14,106.7
4/13/2010,15,108.7
4/13/2010,16,112
4/13/2010,17,117.7
4/13/2010,18,121.3
4/13/2010,19,121.9
4/13/2010,20,120.4
4/13/2010,21,126.1
4/13/2010,22,118
4/13/2010,23,104.6
4/13/2010,24,90.6
4/14/2010,1,81.7
4/14/2010,2,77.3
4/14/2010,3,75.9
4/14/2010,4,75.9
4/14/2010,5,79.4
4/14/2010,6,90.8
4/14/2010,7,113
4/14/2010,8,116.3
4/14/2010,9,113
4/14/2010,10,112.8
4/14/2010,11,111.1
4/14/2010,12,108.2
4/14/2010,13,106
4/14/2010,14,104.8
4/14/2010,15,101.6
4/14/2010,16,100.3
4/14/2010,17,102.6
4/14/2010,18,106.1
4/14/2010,19,110.9
4/14/2010,20,116.9
4/14/2010,21,133.3
4/14/2010,22,130.2
4/14/2010,23,120.6
4/14/2010,24,109
4/15/2010,1,101.9
4/15/2010,2,99.8
4/15/2010,3,100.6
4/15/2010,4,103.2
4/15/2010,5,109.9
4/15/2010,6,126.6
4/15/2010,7,153.6
4/15/2010,8,151.3
4/15/2010,9,131.4
4/15/2010,10,116.8
4/15/2010,11,107.7
4/15/2010,12,104.7
4/15/2010,13,99.2
4/15/2010,14,97.7
4/15/2010,15,98.2
4/15/2010,16,100.7
4/15/2010,17,104.9
4/15/2010,18,106.5
4/15/2010,19,109.4
4/15/2010,20,111.2
4/15/2010,21,123.7
4/15/2010,22,119.6
4/15/2010,23,105.9
4/15/2010,24,91.7
4/16/2010,1,82.2
4/16/2010,2,78.4
4/16/2010,3,76.5
4/16/2010,4,77.1
4/16/2010,5,81
4/16/2010,6,91.8
4/16/2010,7,113.4
4/16/2010,8,115.6
4/16/2010,9,108
4/16/2010,10,105.1
4/16/2010,11,104.9
4/16/2010,12,106.5
4/16/2010,13,108.1
4/16/2010,14,112.1
4/16/2010,15,117.7
4/16/2010,16,124
4/16/2010,17,131.2
4/16/2010,18,132.7
4/16/2010,19,131.4
4/16/2010,20,126.6
4/16/2010,21,134.1
4/16/2010,22,127.2
4/16/2010,23,116.1
4/16/2010,24,103.2
4/17/2010,1,90.8
4/17/2010,2,83.7
4/17/2010,3,78.8
4/17/2010,4,76.7
4/17/2010,5,75.9
4/17/2010,6,77.9
4/17/2010,7,80.3
4/17/2010,8,89.5
4/17/2010,9,103
4/17/2010,10,111.6
4/17/2010,11,116.7
4/17/2010,12,117.4
4/17/2010,13,115.8
4/17/2010,14,115.2
4/17/2010,15,117.4
4/17/2010,16,119.9
4/17/2010,17,122.9
4/17/2010,18,123.5
4/17/2010,19,119.6
4/17/2010,20,115.7
4/17/2010,21,123.4
4/17/2010,22,116.5
4/17/2010,23,105.3
4/17/2010,24,94
4/18/2010,1,83.8
4/18/2010,2,77.7
4/18/2010,3,75.3
4/18/2010,4,74.7
4/18/2010,5,76.6
4/18/2010,6,80.7
4/18/2010,7,87.8
4/18/2010,8,103
4/18/2010,9,116.6
4/18/2010,10,119
4/18/2010,11,112.4
4/18/2010,12,104.9
4/18/2010,13,102.7
4/18/2010,14,102.1
4/18/2010,15,101
4/18/2010,16,100.2
4/18/2010,17,101.8
4/18/2010,18,103.6
4/18/2010,19,103.7
4/18/2010,20,108.3
4/18/2010,21,123.3
4/18/2010,22,119.1
4/18/2010,23,107.2
4/18/2010,24,96.4
4/19/2010,1,88.1
4/19/2010,2,85.4
4/19/2010,3,84.8
4/19/2010,4,86.9
4/19/2010,5,92.1
4/19/2010,6,107.5
4/19/2010,7,134.1
4/19/2010,8,134.5
4/19/2010,9,122.1
4/19/2010,10,115
4/19/2010,11,109.3
4/19/2010,12,105.4
4/19/2010,13,102.4
4/19/2010,14,102.6
4/19/2010,15,100.8
4/19/2010,16,100.8
4/19/2010,17,103.9
4/19/2010,18,106.4
4/19/2010,19,109.5
4/19/2010,20,114.3
4/19/2010,21,128.1
4/19/2010,22,122.9
4/19/2010,23,110.1
4/19/2010,24,97.8
4/20/2010,1,89.5
4/20/2010,2,87.6
4/20/2010,3,88.1
4/20/2010,4,90.6
4/20/2010,5,96.1
4/20/2010,6,111.3
4/20/2010,7,136.1
4/20/2010,8,138.9
4/20/2010,9,125.6
4/20/2010,10,116.1
4/20/2010,11,108
4/20/2010,12,105.7
4/20/2010,13,101.7
4/20/2010,14,101.7
4/20/2010,15,102.3
4/20/2010,16,104.6
4/20/2010,17,108.9
4/20/2010,18,111.5
4/20/2010,19,111.9
4/20/2010,20,114.2
4/20/2010,21,126.3
4/20/2010,22,120.8
4/20/2010,23,106.6
4/20/2010,24,92.3
4/21/2010,1,82.4
4/21/2010,2,78.5
4/21/2010,3,77.4
4/21/2010,4,77.6
4/21/2010,5,81.3
4/21/2010,6,92.4
4/21/2010,7,113.1
4/21/2010,8,116.5
4/21/2010,9,110.7
4/21/2010,10,110.1
4/21/2010,11,108.4
4/21/2010,12,110.2
4/21/2010,13,109.2
4/21/2010,14,107
4/21/2010,15,104.8
4/21/2010,16,107.6
4/21/2010,17,114.1
4/21/2010,18,119.4
4/21/2010,19,122.1
4/21/2010,20,123.5
4/21/2010,21,131.6
4/21/2010,22,126
4/21/2010,23,113.3
4/21/2010,24,100.1
4/22/2010,1,91.4
4/22/2010,2,88.8
4/22/2010,3,87.8
4/22/2010,4,88.7
4/22/2010,5,92.7
4/22/2010,6,104.3
4/22/2010,7,124.4
4/22/2010,8,128.5
4/22/2010,9,117.7
4/22/2010,10,111.2
4/22/2010,11,108.6
4/22/2010,12,104.8
4/22/2010,13,103.1
4/22/2010,14,103.8
4/22/2010,15,103.6
4/22/2010,16,105.3
4/22/2010,17,108
4/22/2010,18,111.9
4/22/2010,19,114.2
4/22/2010,20,113.8
4/22/2010,21,124.3
4/22/2010,22,120.4
4/22/2010,23,106.7
4/22/2010,24,92.7
4/23/2010,1,82.5
4/23/2010,2,78.2
4/23/2010,3,76.4
4/23/2010,4,77.1
4/23/2010,5,81.1
4/23/2010,6,92.2
4/23/2010,7,113.2
4/23/2010,8,117.5
4/23/2010,9,109
4/23/2010,10,106.8
4/23/2010,11,104.6
4/23/2010,12,105.3
4/23/2010,13,105.6
4/23/2010,14,105.9
4/23/2010,15,105.9
4/23/2010,16,107.2
4/23/2010,17,108.9
4/23/2010,18,110.5
4/23/2010,19,110
4/23/2010,20,109.8
4/23/2010,21,119.8
4/23/2010,22,115.2
4/23/2010,23,105.7
4/23/2010,24,94.2
4/24/2010,1,83.9
4/24/2010,2,77.5
4/24/2010,3,74.2
4/24/2010,4,73.3
4/24/2010,5,74.3
4/24/2010,6,78.2
4/24/2010,7,83.2
4/24/2010,8,92.4
4/24/2010,9,104.1
4/24/2010,10,111.1
4/24/2010,11,111.9
4/24/2010,12,112.5
4/24/2010,13,110.3
4/24/2010,14,109.6
4/24/2010,15,109.5
4/24/2010,16,106.5
4/24/2010,17,106.6
4/24/2010,18,107.5
4/24/2010,19,107.1
4/24/2010,20,108.5
4/24/2010,21,116.5
4/24/2010,22,111.4
4/24/2010,23,103
4/24/2010,24,93.6
4/25/2010,1,84.1
4/25/2010,2,78.5
4/25/2010,3,75.4
4/25/2010,4,73.4
4/25/2010,5,73
4/25/2010,6,74.6
4/25/2010,7,77.9
4/25/2010,8,87.1
4/25/2010,9,102.8
4/25/2010,10,113.4
4/25/2010,11,113
4/25/2010,12,113
4/25/2010,13,116
4/25/2010,14,118.4
4/25/2010,15,120.2
4/25/2010,16,121.9
4/25/2010,17,125.2
4/25/2010,18,128.3
4/25/2010,19,127.9
4/25/2010,20,126.8
4/25/2010,21,138.9
4/25/2010,22,134.3
4/25/2010,23,120.1
4/25/2010,24,104
4/26/2010,1,90.2
4/26/2010,2,83.1
4/26/2010,3,81.4
4/26/2010,4,79.8
4/26/2010,5,80.7
4/26/2010,6,87.8
4/26/2010,7,103.2
4/26/2010,8,107.6
4/26/2010,9,110.4
4/26/2010,10,115.5
4/26/2010,11,119.5
4/26/2010,12,125.6
4/26/2010,13,127.5
4/26/2010,14,130.2
4/26/2010,15,130.8
4/26/2010,16,132.9
4/26/2010,17,134.8
4/26/2010,18,131.1
4/26/2010,19,129.1
4/26/2010,20,126.8
4/26/2010,21,134.7
4/26/2010,22,128.3
4/26/2010,23,112.1
4/26/2010,24,95.7
4/27/2010,1,84.1
4/27/2010,2,78.7
4/27/2010,3,75.6
4/27/2010,4,74.4
4/27/2010,5,76.6
4/27/2010,6,85.2
4/27/2010,7,102.6
4/27/2010,8,107.4
4/27/2010,9,103.3
4/27/2010,10,101.9
4/27/2010,11,102.9
4/27/2010,12,103.7
4/27/2010,13,102.4
4/27/2010,14,103.4
4/27/2010,15,101.6
4/27/2010,16,101.2
4/27/2010,17,104.7
4/27/2010,18,108.3
4/27/2010,19,109.8
4/27/2010,20,112.6
4/27/2010,21,124.2
4/27/2010,22,119.4
4/27/2010,23,106.2
4/27/2010,24,93
4/28/2010,1,84.2
4/28/2010,2,80.1
4/28/2010,3,78.8
4/28/2010,4,79.8
4/28/2010,5,83.8
4/28/2010,6,97.2
4/28/2010,7,121
4/28/2010,8,122.9
4/28/2010,9,111.3
4/28/2010,10,107.6
4/28/2010,11,105.9
4/28/2010,12,103.3
4/28/2010,13,99.8
4/28/2010,14,100.3
4/28/2010,15,98.3
4/28/2010,16,99.8
4/28/2010,17,105
4/28/2010,18,107.2
4/28/2010,19,109.7
4/28/2010,20,110
4/28/2010,21,124.4
4/28/2010,22,123.2
4/28/2010,23,113.1
4/28/2010,24,100.2
4/29/2010,1,92.8
4/29/2010,2,90.1
4/29/2010,3,90.5
4/29/2010,4,92.6
4/29/2010,5,99.3
4/29/2010,6,116.4
4/29/2010,7,141.8
4/29/2010,8,139
4/29/2010,9,122.1
4/29/2010,10,113.2
4/29/2010,11,106.9
4/29/2010,12,104.3
4/29/2010,13,102.6
4/29/2010,14,102.1
4/29/2010,15,101.2
4/29/2010,16,102.4
4/29/2010,17,107
4/29/2010,18,109.4
4/29/2010,19,111.4
4/29/2010,20,111.6
4/29/2010,21,123.6
4/29/2010,22,121.1
4/29/2010,23,107.7
4/29/2010,24,93.2
4/30/2010,1,80.7
4/30/2010,2,77.4
4/30/2010,3,77.7
4/30/2010,4,77.2
4/30/2010,5,80.9
4/30/2010,6,91.7
4/30/2010,7,110.8
4/30/2010,8,114.4
4/30/2010,9,108.9
4/30/2010,10,104.9
4/30/2010,11,105
4/30/2010,12,106.4
4/30/2010,13,108.2
4/30/2010,14,112.3
4/30/2010,15,118.3
4/30/2010,16,124.3
4/30/2010,17,132.1
4/30/2010,18,134.4
4/30/2010,19,134.1
4/30/2010,20,128.5
4/30/2010,21,133
4/30/2010,22,128.2
4/30/2010,23,117.5
4/30/2010,24,104.2
5/1/2010,1,91.7
5/1/2010,2,84
5/1/2010,3,80
5/1/2010,4,78.1
5/1/2010,5,77.8
5/1/2010,6,80.9
5/1/2010,7,83.4
5/1/2010,8,94.6
5/1/2010,9,107.2
5/1/2010,10,117.3
5/1/2010,11,128
5/1/2010,12,138.4
5/1/2010,13,148.2
5/1/2010,14,155.9
5/1/2010,15,162.8
5/1/2010,16,169
5/1/2010,17,173.7
5/1/2010,18,175.4
5/1/2010,19,170.7
5/1/2010,20,162.8
5/1/2010,21,166.5
5/1/2010,22,160.3
5/1/2010,23,145.3
5/1/2010,24,128.8
5/2/2010,1,113.2
5/2/2010,2,104.2
5/2/2010,3,98.4
5/2/2010,4,94.6
5/2/2010,5,92.6
5/2/2010,6,93.6
5/2/2010,7,94.1
5/2/2010,8,107.4
5/2/2010,9,126.8
5/2/2010,10,145.1
5/2/2010,11,156.7
5/2/2010,12,167
5/2/2010,13,178.8
5/2/2010,14,188.5
5/2/2010,15,195.6
5/2/2010,16,199.8
5/2/2010,17,204.4
5/2/2010,18,205.8
5/2/2010,19,201
5/2/2010,20,192.5
5/2/2010,21,194.5
5/2/2010,22,184.8
5/2/2010,23,161.5
5/2/2010,24,138
5/3/2010,1,118.9
5/3/2010,2,108.5
5/3/2010,3,102
5/3/2010,4,99
5/3/2010,5,99
5/3/2010,6,105.4
5/3/2010,7,119.3
5/3/2010,8,127.4
5/3/2010,9,131
5/3/2010,10,137
5/3/2010,11,148.1
5/3/2010,12,159.5
5/3/2010,13,162.4
5/3/2010,14,165.1
5/3/2010,15,165.9
5/3/2010,16,164.7
5/3/2010,17,165.2
5/3/2010,18,165.8
5/3/2010,19,166.8
5/3/2010,20,162.8
5/3/2010,21,170.1
5/3/2010,22,162.8
5/3/2010,23,144.5
5/3/2010,24,126.3
5/4/2010,1,112.5
5/4/2010,2,104.7
5/4/2010,3,100.4
5/4/2010,4,97.6
5/4/2010,5,98
5/4/2010,6,105.3
5/4/2010,7,120.1
5/4/2010,8,124.8
5/4/2010,9,121
5/4/2010,10,122.7
5/4/2010,11,126.9
5/4/2010,12,131.2
5/4/2010,13,135.6
5/4/2010,14,138.7
5/4/2010,15,140.1
5/4/2010,16,138.2
5/4/2010,17,140.5
5/4/2010,18,142.9
5/4/2010,19,144.2
5/4/2010,20,142.7
5/4/2010,21,148
5/4/2010,22,142.6
5/4/2010,23,124.5
5/4/2010,24,105.5
5/5/2010,1,91.9
5/5/2010,2,85.1
5/5/2010,3,81.9
5/5/2010,4,80.1
5/5/2010,5,81.5
5/5/2010,6,89
5/5/2010,7,102.5
5/5/2010,8,110.8
5/5/2010,9,112
5/5/2010,10,116
5/5/2010,11,125.2
5/5/2010,12,135
5/5/2010,13,146.7
5/5/2010,14,158.6
5/5/2010,15,166.9
5/5/2010,16,174.9
5/5/2010,17,181.2
5/5/2010,18,183.5
5/5/2010,19,179.4
5/5/2010,20,166.2
5/5/2010,21,165.5
5/5/2010,22,157
5/5/2010,23,136.9
5/5/2010,24,115.8
5/6/2010,1,100.4
5/6/2010,2,91.9
5/6/2010,3,87.4
5/6/2010,4,85.8
5/6/2010,5,85.9
5/6/2010,6,93.3
5/6/2010,7,108.5
5/6/2010,8,117.3
5/6/2010,9,118.5
5/6/2010,10,127.4
5/6/2010,11,139.8
5/6/2010,12,154.2
5/6/2010,13,166.5
5/6/2010,14,178.5
5/6/2010,15,188.8
5/6/2010,16,196.3
5/6/2010,17,202.9
5/6/2010,18,204.1
5/6/2010,19,199.4
5/6/2010,20,186.7
5/6/2010,21,184.4
5/6/2010,22,173.3
5/6/2010,23,151
5/6/2010,24,128.8
5/7/2010,1,111
5/7/2010,2,100.7
5/7/2010,3,93.2
5/7/2010,4,88.5
5/7/2010,5,87.3
5/7/2010,6,92.2
5/7/2010,7,105.4
5/7/2010,8,113.9
5/7/2010,9,117.4
5/7/2010,10,123.1
5/7/2010,11,129.7
5/7/2010,12,136.5
5/7/2010,13,145.1
5/7/2010,14,153
5/7/2010,15,162.6
5/7/2010,16,171.4
5/7/2010,17,177.5
5/7/2010,18,178.3
5/7/2010,19,173
5/7/2010,20,159.6
5/7/2010,21,157.4
5/7/2010,22,151.9
5/7/2010,23,138.2
5/7/2010,24,123
5/8/2010,1,108.9
5/8/2010,2,100.2
5/8/2010,3,94.8
5/8/2010,4,91.2
5/8/2010,5,90.6
5/8/2010,6,93.1
5/8/2010,7,95.9
5/8/2010,8,111.8
5/8/2010,9,133.3
5/8/2010,10,150.6
5/8/2010,11,165.9
5/8/2010,12,178.5
5/8/2010,13,189
5/8/2010,14,198
5/8/2010,15,204.2
5/8/2010,16,205.5
5/8/2010,17,205.7
5/8/2010,18,200.1
5/8/2010,19,185.6
5/8/2010,20,165.7
5/8/2010,21,158.3
5/8/2010,22,148.5
5/8/2010,23,130.9
5/8/2010,24,113
5/9/2010,1,97.2
5/9/2010,2,86.9
5/9/2010,3,80.7
5/9/2010,4,76.9
5/9/2010,5,75.9
5/9/2010,6,76.8
5/9/2010,7,78.3
5/9/2010,8,90.4
5/9/2010,9,104.9
5/9/2010,10,113.2
5/9/2010,11,112.2
5/9/2010,12,107.3
5/9/2010,13,107.3
5/9/2010,14,107.3
5/9/2010,15,108.1
5/9/2010,16,109.6
5/9/2010,17,111.6
5/9/2010,18,112.3
5/9/2010,19,110.4
5/9/2010,20,108.2
5/9/2010,21,117.1
5/9/2010,22,117.4
5/9/2010,23,105.1
5/9/2010,24,92.4
5/10/2010,1,82.3
5/10/2010,2,78.1
5/10/2010,3,76.6
5/10/2010,4,77
5/10/2010,5,80.6
5/10/2010,6,92.2
5/10/2010,7,112.4
5/10/2010,8,115.9
5/10/2010,9,110.8
5/10/2010,10,109.5
5/10/2010,11,105.6
5/10/2010,12,105
5/10/2010,13,104.7
5/10/2010,14,104.3
5/10/2010,15,104.6
5/10/2010,16,106.7
5/10/2010,17,109.6
5/10/2010,18,111.8
5/10/2010,19,113
5/10/2010,20,115.1
5/10/2010,21,127.1
5/10/2010,22,122.4
5/10/2010,23,108.9
5/10/2010,24,94.3
5/11/2010,1,84.8
5/11/2010,2,81.2
5/11/2010,3,79.9
5/11/2010,4,80.3
5/11/2010,5,83.6
5/11/2010,6,94.7
5/11/2010,7,113.2
5/11/2010,8,117.7
5/11/2010,9,112.6
5/11/2010,10,110.2
5/11/2010,11,107.8
5/11/2010,12,106.9
5/11/2010,13,104.4
5/11/2010,14,103.7
5/11/2010,15,103.6
5/11/2010,16,104.7
5/11/2010,17,109.7
5/11/2010,18,114.5
5/11/2010,19,115.6
5/11/2010,20,119.1
5/11/2010,21,127.3
5/11/2010,22,122.5
5/11/2010,23,108.3
5/11/2010,24,94.8
5/12/2010,1,84.5
5/12/2010,2,80.5
5/12/2010,3,78.5
5/12/2010,4,78
5/12/2010,5,80.5
5/12/2010,6,89.3
5/12/2010,7,104.4
5/12/2010,8,109.1
5/12/2010,9,108
5/12/2010,10,112.6
5/12/2010,11,118.4
5/12/2010,12,125.7
5/12/2010,13,133
5/12/2010,14,141.1
5/12/2010,15,150.1
5/12/2010,16,156.4
5/12/2010,17,166.3
5/12/2010,18,171.5
5/12/2010,19,169.1
5/12/2010,20,163.7
5/12/2010,21,165.5
5/12/2010,22,158
5/12/2010,23,138.6
5/12/2010,24,118.6
5/13/2010,1,104.3
5/13/2010,2,96.5
5/13/2010,3,91
5/13/2010,4,88.5
5/13/2010,5,88.3
5/13/2010,6,93.8
5/13/2010,7,108.2
5/13/2010,8,112.9
5/13/2010,9,109.2
5/13/2010,10,109.7
5/13/2010,11,109.5
5/13/2010,12,109.5
5/13/2010,13,107.6
5/13/2010,14,108.2
5/13/2010,15,106.7
5/13/2010,16,108.4
5/13/2010,17,110.8
5/13/2010,18,111.9
5/13/2010,19,114.2
5/13/2010,20,116.3
5/13/2010,21,125.7
5/13/2010,22,123.7
5/13/2010,23,110.2
5/13/2010,24,96.5
5/14/2010,1,85.9
5/14/2010,2,80.9
5/14/2010,3,78.6
5/14/2010,4,77.7
5/14/2010,5,79.8
5/14/2010,6,87.8
5/14/2010,7,102.5
